CustomerID,Gender,Age,Tenure_Months,Contract_Type,Payment_Method,Monthly_Charges_INR,Total_Charges_INR,Tech_Support,Paperless_Billing,Churn
CUST-1311,Male,37,11,One year,Mailed Check,2475.75,27204.48,No,Yes,1
CUST-1312,Female,66,10,Month-to-month,Credit Card,1562.76,15589.16,No,No,0
CUST-1313,Male,29,67,Month-to-month,Credit Card,602.35,40391.09,No,No,0
CUST-1314,Male,64,14,Two year,Bank Transfer,1814.28,25400.17,Yes,No,0
CUST-1315,Female,18,10,Month-to-month,Credit Card,2274.04,22691.84,No,No,1
CUST-1316,Male,43,1,Month-to-month,Mailed Check,1938.39,1968.69,No,Yes,1
CUST-1317,Male,31,5,One year,Bank Transfer,467.17,2383.93,No,Yes,1
CUST-1318,Male,55,20,Two year,Credit Card,2269.95,45409.59,No,No,0
CUST-1319,Female,54,8,One year,UPI / Electronic,2045.64,16365.49,Yes,No,0
CUST-1320,Female,28,43,Month-to-month,UPI / Electronic,647.27,27870.45,No,Yes,1
CUST-1321,Male,53,1,One year,Mailed Check,412.93,458.18,No,Yes,1
CUST-1322,Female,30,57,Month-to-month,Credit Card,1525.08,86955.01,No,No,1
CUST-1323,Female,60,64,One year,Mailed Check,642.28,41100.47,Yes,Yes,0
CUST-1324,Female,20,28,Two year,Bank Transfer,2135.1,59792.02,Yes,Yes,0
CUST-1325,Female,50,37,One year,UPI / Electronic,1087.34,40251.67,Yes,Yes,0
CUST-1326,Male,23,47,Two year,Bank Transfer,2307.36,108415.35,No,Yes,0
CUST-1327,Male,67,37,Month-to-month,Credit Card,1543.51,57104.59,Yes,No,1
CUST-1328,Female,27,49,One year,Mailed Check,700.88,34376.1,Yes,Yes,0
CUST-1329,Female,22,44,Two year,Mailed Check,606.12,26684.75,No,No,0
CUST-1330,Male,40,56,Month-to-month,Mailed Check,1567.24,87756.56,Yes,Yes,1
CUST-1331,Male,27,28,Two year,Bank Transfer,1975.14,55320.26,No,Yes,0
CUST-1332,Female,61,6,Month-to-month,UPI / Electronic,2018.31,12071.68,No,No,1
CUST-1333,Male,19,61,One year,Bank Transfer,905.67,55236.02,No,Yes,0
CUST-1334,Female,30,20,Two year,Bank Transfer,748.34,14996.11,No,Yes,0
CUST-1335,Female,57,2,One year,Credit Card,335.86,643.77,No,Yes,0
CUST-1336,Male,19,37,Month-to-month,Credit Card,1793.24,66318.48,No,Yes,1
CUST-1337,Male,37,20,One year,Credit Card,467.45,9394.08,Yes,Yes,0
CUST-1338,Female,18,26,Month-to-month,UPI / Electronic,1224.67,31812.41,Yes,No,0
CUST-1339,Female,54,29,Two year,UPI / Electronic,1622.7,47034.39,Yes,No,0
CUST-1340,Male,26,1,Month-to-month,Credit Card,2360.64,2407.6,No,No,1
CUST-1341,Female,34,35,Month-to-month,Credit Card,984.96,34497.07,No,Yes,1
CUST-1342,Male,26,70,One year,UPI / Electronic,848.5,59414.96,No,Yes,0
CUST-1343,Female,28,59,Month-to-month,Mailed Check,1738.15,102586.14,No,Yes,0
CUST-1344,Male,32,69,One year,UPI / Electronic,1661.33,,Yes,Yes,0
CUST-1345,Male,41,33,One year,UPI / Electronic,1029.64,33998.72,No,Yes,0
CUST-1346,Male,55,51,Two year,UPI / Electronic,2340.82,,No,Yes,0
CUST-1347,Female,52,12,One year,Credit Card,2157.7,25925.32,Yes,No,0
CUST-1348,Female,47,20,Month-to-month,Mailed Check,791.76,15836.01,No,Yes,0
CUST-1349,Male,48,53,Month-to-month,UPI / Electronic,825.11,43742.85,Yes,Yes,0
CUST-1350,Female,66,43,Month-to-month,Credit Card,1426.06,61318.35,No,No,1
CUST-1351,Male,22,50,Month-to-month,Bank Transfer,2000.86,100040.82,No,Yes,1
CUST-1352,Male,61,29,Month-to-month,Bank Transfer,395.89,11507.61,Yes,No,0
CUST-1353,Female,67,57,One year,UPI / Electronic,1824.34,104000.24,No,No,0
CUST-1354,Female,31,39,One year,Bank Transfer,1725.12,67293.01,Yes,No,1
CUST-1355,Male,28,56,Month-to-month,Mailed Check,808.26,45257.59,No,Yes,0
CUST-1356,Female,26,43,Two year,Bank Transfer,1797.98,77316.25,No,No,0
CUST-1357,Female,51,50,Two year,Bank Transfer,2367.4,118394.57,Yes,Yes,0
CUST-1358,Male,29,23,Two year,Mailed Check,401.93,,No,No,0
CUST-1359,Male,52,44,One year,UPI / Electronic,1002.23,44117.78,No,Yes,0
CUST-1360,Female,52,38,Month-to-month,UPI / Electronic,1262.99,48036.03,No,Yes,0
CUST-1361,Male,18,23,Month-to-month,Mailed Check,2277.37,52411.54,Yes,Yes,0
CUST-1362,Male,57,45,Month-to-month,Mailed Check,2415.98,108725.29,No,Yes,0
CUST-1363,Female,39,52,Month-to-month,Mailed Check,1276.05,66371.74,No,No,1
CUST-1364,Male,46,50,Two year,Bank Transfer,1949.06,97495.63,Yes,No,0
CUST-1365,Male,25,8,Two year,Mailed Check,1468.65,11761.12,Yes,No,0
CUST-1366,Female,28,1,Month-to-month,Credit Card,1482.12,1514.6,Yes,Yes,0
CUST-1367,Female,58,8,Month-to-month,Bank Transfer,910.82,7305.44,No,No,0
CUST-1368,Male,54,29,Two year,UPI / Electronic,776.3,22517.89,Yes,Yes,0
CUST-1369,Male,31,5,Month-to-month,UPI / Electronic,932.61,4637.23,No,No,1
CUST-1370,Female,47,47,Month-to-month,UPI / Electronic,1522.92,71569.84,No,No,0
CUST-1371,Female,52,34,Two year,Bank Transfer,363.14,12393.53,No,Yes,0
CUST-1372,Female,38,65,Month-to-month,Credit Card,2294.95,149187.53,No,No,1
CUST-1373,Female,54,55,Month-to-month,Mailed Check,642.82,35361.54,No,Yes,0
CUST-1374,Male,22,43,Month-to-month,Mailed Check,783.2,33720.9,No,Yes,0
CUST-1375,Female,36,30,Two year,UPI / Electronic,1439.21,43184.95,Yes,Yes,0
CUST-1376,Female,31,17,One year,UPI / Electronic,1861.25,31643.86,Yes,Yes,0
CUST-1377,Male,43,26,Month-to-month,Bank Transfer,509.6,13275.53,No,No,0
CUST-1378,Female,21,8,Month-to-month,Credit Card,997.93,8004.71,Yes,Yes,0
CUST-1379,Male,42,47,Month-to-month,Mailed Check,2430.08,114183.08,No,Yes,1
CUST-1380,Female,62,46,One year,Bank Transfer,876.15,40300.03,No,Yes,0
CUST-1381,Female,59,68,One year,Mailed Check,987.71,67161.53,Yes,No,0
CUST-1382,Female,42,33,Month-to-month,UPI / Electronic,2139.3,70584.72,No,No,1
CUST-1383,Male,35,1,Two year,Mailed Check,409.47,411.2,No,No,0
CUST-1384,Male,57,19,Month-to-month,Credit Card,1321.15,25093.16,No,No,0
CUST-1385,Female,25,31,Month-to-month,Credit Card,1134.16,35128.89,No,Yes,1
CUST-1386,Male,56,14,Month-to-month,UPI / Electronic,995.49,13928.1,No,Yes,1
CUST-1387,Male,57,53,Month-to-month,Credit Card,927.54,49116.85,Yes,Yes,0
CUST-1388,Male,31,48,Month-to-month,Credit Card,500.02,24008.54,No,Yes,0
CUST-1389,Male,49,69,Month-to-month,Bank Transfer,991.62,68457.15,No,No,0
CUST-1390,Male,68,62,Month-to-month,Mailed Check,393.72,24433.17,No,Yes,1
CUST-1391,Male,55,66,One year,UPI / Electronic,2017.12,133115.96,Yes,No,0
CUST-1392,Female,50,64,Month-to-month,UPI / Electronic,1175.1,75165.11,Yes,Yes,0
CUST-1393,Female,40,70,One year,UPI / Electronic,1275.59,89261.51,No,Yes,0
CUST-1394,Male,32,63,Two year,UPI / Electronic,2264.91,142693.88,No,Yes,0
CUST-1395,Female,50,33,Month-to-month,UPI / Electronic,1746.72,57612.47,Yes,No,1
CUST-1396,Female,42,41,Month-to-month,Credit Card,316.73,12990.33,No,No,0
CUST-1397,Female,34,48,Month-to-month,Bank Transfer,2373.98,113924.2,No,No,0
CUST-1398,Female,50,13,Month-to-month,UPI / Electronic,820.72,10704.25,No,Yes,1
CUST-1399,Male,64,31,Month-to-month,Bank Transfer,535.75,16597.98,Yes,No,0
CUST-1400,Female,19,68,One year,Bank Transfer,1988.88,135218.4,Yes,Yes,0
CUST-1401,Female,31,4,One year,Credit Card,1400.05,5631.43,Yes,Yes,0
CUST-1402,Male,57,19,Month-to-month,UPI / Electronic,1253.3,23796.98,No,No,1
CUST-1403,Male,57,70,Two year,Credit Card,847.91,59314.85,No,Yes,0
CUST-1404,Female,68,13,Month-to-month,UPI / Electronic,1503.44,19551.76,No,No,1
CUST-1405,Female,56,23,Two year,Credit Card,902.65,20769.11,No,Yes,0
CUST-1406,Female,68,1,One year,Bank Transfer,2282.48,2303.95,No,Yes,0
CUST-1407,Female,23,54,One year,UPI / Electronic,772.45,41686.32,No,No,0
CUST-1408,Female,23,71,Month-to-month,Mailed Check,2244.58,159359.56,No,Yes,1
CUST-1409,Female,20,15,Month-to-month,Bank Transfer,1529.69,22923.59,Yes,No,1
CUST-1410,Male,24,65,Two year,Mailed Check,2121.67,137866.65,Yes,Yes,0
CUST-1411,Female,68,71,Month-to-month,Bank Transfer,1867.26,132613.12,No,No,1
CUST-1412,Female,25,15,Two year,Credit Card,1831.73,27498.84,No,Yes,0
CUST-1413,Male,59,21,Month-to-month,UPI / Electronic,1012.56,21243.91,Yes,Yes,1
CUST-1414,Male,69,19,Month-to-month,Bank Transfer,813.57,15467.77,No,Yes,0
CUST-1415,Male,32,60,Month-to-month,Credit Card,762.95,45747.13,No,Yes,1
CUST-1416,Male,64,33,Month-to-month,UPI / Electronic,2184.82,72138.08,Yes,No,0
CUST-1417,Female,46,49,Two year,UPI / Electronic,2103.94,103054.55,Yes,Yes,0
CUST-1418,Female,50,35,Month-to-month,Bank Transfer,1268.26,44339.48,Yes,Yes,0
CUST-1419,Female,69,44,Month-to-month,UPI / Electronic,590.29,25972.96,No,Yes,1
CUST-1420,Female,47,11,Month-to-month,Bank Transfer,1139.95,12547.76,Yes,Yes,0
CUST-1421,Female,56,66,Month-to-month,UPI / Electronic,1661.56,109670.86,No,No,1
CUST-1422,Female,44,46,Month-to-month,Mailed Check,1298.69,59695.19,No,No,0
CUST-1423,Male,53,9,Month-to-month,Credit Card,2015.42,18120.18,No,Yes,1
CUST-1424,Female,46,3,Two year,Mailed Check,2493.77,7481.23,Yes,No,1
CUST-1425,Male,55,26,Month-to-month,Bank Transfer,719.49,18678.4,No,Yes,0
CUST-1426,Male,50,48,Month-to-month,Mailed Check,1310.23,62928.3,No,Yes,1
CUST-1427,Female,54,66,Month-to-month,Bank Transfer,1247.16,82271.27,No,No,1
CUST-1428,Male,44,70,Month-to-month,UPI / Electronic,968.88,67820.34,No,Yes,0
CUST-1429,Female,50,28,Two year,UPI / Electronic,734.81,20593.82,Yes,No,0
CUST-1430,Male,21,26,Month-to-month,Bank Transfer,443.52,11507.7,No,No,0
CUST-1431,Female,39,25,Month-to-month,Mailed Check,2250.66,56278.92,No,Yes,0
CUST-1432,Male,19,12,One year,UPI / Electronic,1222.67,14704.98,No,No,0
CUST-1433,Female,27,5,Month-to-month,Credit Card,1392.17,6929.88,No,No,1
CUST-1434,Female,22,48,Month-to-month,UPI / Electronic,2316.27,111222.68,No,Yes,1
CUST-1435,Female,27,37,Two year,Credit Card,2006.84,74258.44,Yes,No,0
CUST-1436,Female,50,44,One year,Mailed Check,586.1,25768.32,No,Yes,0
CUST-1437,Female,55,15,Two year,Credit Card,1542.92,23136.89,No,No,0
CUST-1438,Male,30,43,Month-to-month,Credit Card,1271.96,54675.5,No,No,0
CUST-1439,Male,48,48,Month-to-month,Credit Card,2052.86,98559.79,Yes,Yes,0
CUST-1440,Male,64,70,Month-to-month,Credit Card,1892.31,132491.33,No,Yes,0
CUST-1441,Female,53,46,Month-to-month,UPI / Electronic,1817.89,83656.23,No,No,1
CUST-1442,Male,62,43,Two year,Credit Card,1048.2,45121.18,Yes,Yes,0
CUST-1443,Female,41,21,Month-to-month,UPI / Electronic,2069.92,43497.45,No,Yes,1
CUST-1444,Female,69,23,Two year,Credit Card,414.26,9538.12,No,Yes,0
CUST-1445,Male,32,47,One year,Bank Transfer,650.17,30541.91,No,Yes,0
CUST-1446,Male,46,15,Month-to-month,Mailed Check,1037.37,15565.01,No,Yes,0
CUST-1447,Female,25,25,Month-to-month,Credit Card,467.98,11653.61,No,Yes,0
CUST-1448,Male,22,36,One year,Bank Transfer,815.99,29400.12,Yes,Yes,0
CUST-1449,Female,46,51,Month-to-month,Credit Card,2125.33,108386.43,No,No,1
CUST-1450,Female,64,15,Two year,Credit Card,2385.15,35729.25,No,Yes,0
CUST-1451,Female,21,68,Month-to-month,Credit Card,969.13,65857.09,No,Yes,0
CUST-1452,Female,29,21,Month-to-month,Bank Transfer,880.93,18488.28,No,Yes,1
CUST-1453,Female,62,13,One year,Mailed Check,914.76,11900.22,No,Yes,0
CUST-1454,Male,19,19,Two year,Bank Transfer,909.98,17286.04,Yes,Yes,0
CUST-1455,Male,44,34,Month-to-month,Mailed Check,378.05,12865.62,No,Yes,0
CUST-1456,Female,48,68,Two year,Credit Card,2338.22,158996.99,Yes,Yes,0
CUST-1457,Female,68,52,Month-to-month,UPI / Electronic,769.14,40011.45,Yes,No,0
CUST-1458,Male,68,27,One year,Credit Card,1223.01,32993.18,Yes,No,0
CUST-1459,Male,53,29,One year,Mailed Check,320.31,9250.27,No,No,0
CUST-1460,Female,53,28,Month-to-month,Bank Transfer,2186.5,61231.64,Yes,No,1
CUST-1461,Male,43,35,Month-to-month,Credit Card,1907.55,66762.72,Yes,No,1
CUST-1462,Female,60,8,One year,Bank Transfer,2381.86,19007.57,Yes,Yes,0
CUST-1463,Male,44,16,Month-to-month,Bank Transfer,2018.55,32284.85,Yes,No,0
CUST-1464,Female,22,36,One year,Bank Transfer,989.15,35570.01,No,Yes,0
CUST-1465,Male,37,30,Month-to-month,Credit Card,844.32,25332.74,No,No,0
CUST-1466,Female,28,18,Two year,Bank Transfer,1833.98,33001.22,Yes,No,0
CUST-1467,Male,27,2,One year,Bank Transfer,1100.05,2211.42,No,Yes,0
CUST-1468,Male,57,49,Two year,Credit Card,1544.67,75719.39,No,Yes,0
CUST-1469,Female,55,4,Month-to-month,Bank Transfer,312.77,1231.05,No,Yes,1
CUST-1470,Male,23,7,One year,Credit Card,435.15,3092.26,Yes,No,0
CUST-1471,Female,25,39,One year,Mailed Check,1476.81,57599.15,No,No,0
CUST-1472,Male,40,13,Month-to-month,Mailed Check,1544.36,20088.51,Yes,No,1
CUST-1473,Female,64,31,Month-to-month,Mailed Check,1952.2,60536.27,Yes,Yes,0
CUST-1474,Male,43,71,Month-to-month,Bank Transfer,589.32,41858.39,Yes,No,1
CUST-1475,Female,63,63,One year,UPI / Electronic,1428.0,89965.1,No,Yes,0
CUST-1476,Male,60,56,Month-to-month,UPI / Electronic,726.78,,Yes,No,0
CUST-1477,Female,29,42,Month-to-month,Bank Transfer,504.03,21124.64,Yes,Yes,0
CUST-1478,Male,43,61,One year,UPI / Electronic,1202.09,73279.7,Yes,Yes,0
CUST-1479,Female,30,42,Month-to-month,Credit Card,658.34,27636.08,No,Yes,0
CUST-1480,Female,57,56,Month-to-month,UPI / Electronic,786.92,44050.89,No,No,0
CUST-1481,Female,35,36,Two year,Bank Transfer,997.62,35903.09,Yes,No,0
CUST-1482,Male,42,68,Two year,Bank Transfer,869.65,59100.04,No,Yes,0
CUST-1483,Female,50,7,Month-to-month,Credit Card,491.7,3465.72,No,Yes,1
CUST-1484,Male,64,54,Month-to-month,Mailed Check,496.82,26863.98,No,No,0
CUST-1485,Female,57,1,One year,Bank Transfer,724.15,768.02,Yes,Yes,1
CUST-1486,Male,60,44,Month-to-month,Credit Card,410.23,18049.36,No,No,0
CUST-1487,Female,29,45,Month-to-month,UPI / Electronic,1677.21,75494.54,Yes,Yes,0
CUST-1488,Male,61,47,Month-to-month,UPI / Electronic,931.12,43798.2,No,Yes,0
CUST-1489,Male,53,13,Month-to-month,Credit Card,914.44,11879.55,Yes,No,0
CUST-1490,Female,65,22,One year,Credit Card,1029.4,22627.74,No,No,0
CUST-1491,Male,21,21,Month-to-month,Bank Transfer,1757.15,36943.82,No,Yes,1
CUST-1492,Male,22,9,One year,UPI / Electronic,2214.39,19931.08,No,Yes,1
CUST-1493,Female,54,26,Two year,Credit Card,1968.99,51193.47,Yes,No,0
CUST-1494,Male,25,9,Month-to-month,UPI / Electronic,1899.56,17063.88,No,Yes,1
CUST-1495,Male,59,15,One year,Credit Card,1364.66,20430.72,Yes,No,0
CUST-1496,Male,66,10,Two year,UPI / Electronic,1825.37,18287.91,No,Yes,0
CUST-1497,Female,45,42,Month-to-month,Mailed Check,1515.08,63644.77,No,Yes,1
CUST-1498,Male,48,24,Month-to-month,Bank Transfer,774.75,18576.58,No,No,1
CUST-1499,Female,26,49,One year,UPI / Electronic,757.89,37105.78,No,No,0
CUST-1500,Male,68,26,One year,Mailed Check,951.06,24733.11,No,Yes,1
CUST-1501,Male,46,37,Two year,UPI / Electronic,2302.77,85210.88,No,No,0
CUST-1502,Male,31,68,Month-to-month,UPI / Electronic,1503.31,102195.78,No,Yes,1
CUST-1503,Female,57,50,Two year,Mailed Check,1913.59,95714.64,Yes,Yes,0
CUST-1504,Male,58,24,Month-to-month,UPI / Electronic,1061.43,25432.75,No,No,1
CUST-1505,Male,39,19,Month-to-month,UPI / Electronic,1195.97,22709.04,No,No,1
CUST-1506,Female,28,60,One year,Bank Transfer,575.24,34532.44,No,No,0
CUST-1507,Male,40,39,Month-to-month,Mailed Check,675.85,26335.56,Yes,Yes,0
CUST-1508,Female,18,18,Month-to-month,Mailed Check,2119.18,38178.01,No,Yes,1
CUST-1509,Female,63,19,Month-to-month,Credit Card,1585.64,30151.15,No,Yes,1
CUST-1510,Male,54,36,Month-to-month,UPI / Electronic,1041.57,37525.42,No,Yes,1
CUST-1511,Female,38,55,Month-to-month,Bank Transfer,2065.27,113551.76,No,No,1
CUST-1512,Male,43,69,Two year,UPI / Electronic,841.34,58016.51,No,Yes,0
CUST-1513,Female,63,47,Month-to-month,UPI / Electronic,2446.27,114953.34,No,No,0
CUST-1514,Female,53,49,One year,Credit Card,1057.6,51824.21,Yes,Yes,0
CUST-1515,Male,40,33,One year,UPI / Electronic,1041.08,34380.44,Yes,Yes,0
CUST-1516,Female,18,21,Two year,Bank Transfer,985.21,20723.06,No,Yes,0
CUST-1517,Female,68,22,Month-to-month,Bank Transfer,567.65,12508.73,No,Yes,0
CUST-1518,Female,57,48,Two year,Credit Card,543.5,26130.86,No,Yes,0
CUST-1519,Female,32,37,Month-to-month,UPI / Electronic,1724.83,63842.58,No,No,0
CUST-1520,Female,38,15,One year,Bank Transfer,2224.26,33344.53,Yes,Yes,0
CUST-1521,Male,64,35,One year,UPI / Electronic,2038.15,71311.76,No,No,1
CUST-1522,Female,26,71,Two year,UPI / Electronic,609.44,43289.86,Yes,Yes,0
CUST-1523,Male,26,32,Month-to-month,UPI / Electronic,1499.28,47946.25,Yes,No,1
CUST-1524,Female,27,11,One year,Credit Card,531.3,5803.57,No,Yes,0
CUST-1525,Male,69,10,Month-to-month,UPI / Electronic,398.65,3989.72,Yes,No,0
CUST-1526,Male,43,57,One year,Bank Transfer,1743.05,,No,Yes,0
CUST-1527,Female,58,25,Two year,UPI / Electronic,1476.34,36868.64,No,No,0
CUST-1528,Female,52,2,Month-to-month,Bank Transfer,479.45,988.09,No,No,0
CUST-1529,Female,69,64,Two year,UPI / Electronic,375.87,24086.84,Yes,Yes,0
CUST-1530,Male,42,35,Month-to-month,Bank Transfer,2476.46,86674.33,Yes,Yes,1
CUST-1531,Female,43,7,Month-to-month,Bank Transfer,365.05,2511.08,Yes,Yes,1
CUST-1532,Male,28,18,Month-to-month,UPI / Electronic,1276.96,22952.74,No,No,0
CUST-1533,Male,55,67,Month-to-month,UPI / Electronic,1409.16,94434.46,No,Yes,0
CUST-1534,Male,19,42,One year,Bank Transfer,557.02,23416.02,No,Yes,0
CUST-1535,Female,24,39,Month-to-month,Mailed Check,670.94,26206.5,Yes,Yes,1
CUST-1536,Female,35,41,Month-to-month,Credit Card,1072.97,44000.04,No,Yes,0
CUST-1537,Male,44,24,Two year,Mailed Check,1974.69,47354.97,Yes,No,0
CUST-1538,Male,51,60,Two year,Mailed Check,1414.58,84836.94,Yes,Yes,0
CUST-1539,Female,44,46,Two year,UPI / Electronic,1702.38,78331.59,No,No,1
CUST-1540,Male,34,19,Two year,Credit Card,2466.38,46829.6,No,No,0
CUST-1541,Female,60,68,One year,Mailed Check,1988.61,135208.32,Yes,Yes,0
CUST-1542,Male,61,42,Month-to-month,UPI / Electronic,1254.6,52691.92,Yes,No,0
CUST-1543,Female,68,32,Month-to-month,Mailed Check,1281.17,,No,Yes,1
CUST-1544,Male,41,39,One year,Mailed Check,1660.3,64726.58,Yes,No,0
CUST-1545,Female,42,36,Month-to-month,UPI / Electronic,1762.8,63451.59,Yes,Yes,1
CUST-1546,Male,24,36,One year,UPI / Electronic,1400.56,50398.12,No,No,0
CUST-1547,Female,69,3,Month-to-month,UPI / Electronic,1717.69,5116.71,No,Yes,1
CUST-1548,Female,23,8,Month-to-month,Credit Card,350.77,2828.96,No,Yes,1
CUST-1549,Male,41,70,Month-to-month,Mailed Check,1244.17,87123.21,No,Yes,1
CUST-1550,Male,50,41,One year,UPI / Electronic,912.66,37394.81,No,Yes,0
CUST-1551,Female,66,68,One year,Bank Transfer,583.18,39683.68,Yes,No,0
CUST-1552,Male,46,13,One year,Mailed Check,518.0,6722.56,No,Yes,0
CUST-1553,Female,60,49,Month-to-month,Bank Transfer,1626.02,79675.65,No,No,1
CUST-1554,Male,39,60,Month-to-month,Credit Card,1450.92,87090.8,Yes,Yes,0
CUST-1555,Female,43,2,Two year,UPI / Electronic,856.89,1738.78,No,No,0
CUST-1556,Female,45,60,One year,Bank Transfer,1335.09,80135.91,Yes,Yes,0
CUST-1557,Female,67,5,Month-to-month,Credit Card,1381.91,6873.23,Yes,Yes,1
CUST-1558,Female,38,44,Two year,UPI / Electronic,728.02,31989.85,Yes,Yes,1
CUST-1559,Female,66,27,Month-to-month,Bank Transfer,1733.6,46846.54,No,No,0
CUST-1560,Female,24,32,Month-to-month,Bank Transfer,2017.02,64533.42,No,Yes,1
CUST-1561,Male,34,21,Month-to-month,Credit Card,2040.22,42823.41,No,No,1
CUST-1562,Male,37,8,One year,UPI / Electronic,1624.43,13017.91,No,No,1
CUST-1563,Male,58,50,One year,UPI / Electronic,1424.6,71263.64,Yes,Yes,0
CUST-1564,Female,66,67,Month-to-month,Bank Transfer,433.22,29061.99,Yes,No,0
CUST-1565,Female,37,44,Two year,Bank Transfer,932.23,40999.72,Yes,Yes,0
CUST-1566,Female,39,58,Month-to-month,Bank Transfer,504.2,29278.82,Yes,Yes,0
CUST-1567,Female,45,3,Month-to-month,UPI / Electronic,2419.41,7212.32,Yes,No,0
CUST-1568,Male,57,70,Month-to-month,Credit Card,596.18,41687.57,No,No,0
CUST-1569,Male,66,2,Month-to-month,Credit Card,632.91,,No,No,0
CUST-1570,Female,24,44,Month-to-month,UPI / Electronic,2256.07,99223.39,No,Yes,0
CUST-1571,Male,18,2,One year,Mailed Check,2375.64,4733.74,Yes,Yes,0
CUST-1572,Male,49,35,Two year,Credit Card,1983.82,69450.98,No,Yes,0
CUST-1573,Female,30,30,Month-to-month,Bank Transfer,310.89,9310.43,Yes,No,0
CUST-1574,Male,47,8,Month-to-month,Mailed Check,301.96,2383.64,Yes,Yes,1
CUST-1575,Female,40,22,Month-to-month,Mailed Check,1130.82,24856.18,No,No,0
CUST-1576,Male,68,44,Month-to-month,Credit Card,614.47,27032.44,No,Yes,1
CUST-1577,Female,36,58,Month-to-month,Mailed Check,339.45,19685.64,Yes,Yes,0
CUST-1578,Female,49,36,One year,Mailed Check,1319.95,47546.5,No,Yes,1
CUST-1579,Female,47,69,Month-to-month,Credit Card,2373.74,163813.08,Yes,Yes,1
CUST-1580,Female,46,31,One year,Credit Card,1011.4,31349.08,No,Yes,1
CUST-1581,Male,66,47,Two year,Mailed Check,1753.51,82449.54,No,No,0
CUST-1582,Female,62,55,Month-to-month,Bank Transfer,1733.92,95327.02,No,No,0
CUST-1583,Female,46,62,Two year,UPI / Electronic,851.38,52761.1,Yes,Yes,0
CUST-1584,Female,47,30,One year,Mailed Check,1729.94,51931.0,No,Yes,0
CUST-1585,Male,33,55,One year,Mailed Check,766.13,42124.95,No,Yes,1
CUST-1586,Female,57,16,Month-to-month,Bank Transfer,567.42,9126.84,No,No,0
CUST-1587,Male,36,12,Month-to-month,Mailed Check,1842.04,22101.11,Yes,Yes,0
CUST-1588,Female,35,17,Month-to-month,Mailed Check,548.57,9354.88,No,No,1
CUST-1589,Male,18,16,Month-to-month,UPI / Electronic,2492.2,39865.43,No,Yes,1
CUST-1590,Male,31,12,Month-to-month,UPI / Electronic,702.6,8423.7,No,Yes,0
CUST-1591,Female,68,8,One year,UPI / Electronic,1606.11,12837.17,No,No,0
CUST-1592,Male,64,3,Month-to-month,Credit Card,1204.02,3633.97,No,Yes,1
CUST-1593,Female,67,16,Two year,Credit Card,577.05,9237.55,No,Yes,0
CUST-1594,Female,19,30,One year,UPI / Electronic,360.26,10852.18,No,Yes,1
CUST-1595,Female,45,23,Month-to-month,UPI / Electronic,1669.01,38362.32,Yes,Yes,1
CUST-1596,Male,66,5,Month-to-month,Credit Card,2073.87,10329.41,No,Yes,1
CUST-1597,Male,67,65,Two year,Bank Transfer,2151.43,139832.28,Yes,No,0
CUST-1598,Female,47,30,Two year,Mailed Check,1360.97,40840.77,No,No,0
CUST-1599,Female,55,21,One year,Mailed Check,2009.4,,Yes,Yes,0
CUST-1600,Male,68,70,Month-to-month,UPI / Electronic,1779.26,124532.82,No,No,1
CUST-1601,Female,21,22,Month-to-month,Bank Transfer,1892.36,41647.3,Yes,Yes,1
CUST-1602,Female,18,32,Month-to-month,Credit Card,1382.72,44232.06,Yes,Yes,0
CUST-1603,Female,25,33,Month-to-month,UPI / Electronic,1692.51,55864.55,No,Yes,1
CUST-1604,Male,46,16,One year,Bank Transfer,2071.16,33177.04,Yes,Yes,0
CUST-1605,Male,56,38,One year,Bank Transfer,1174.35,44598.44,Yes,Yes,0
CUST-1606,Male,20,14,One year,Bank Transfer,2072.15,,Yes,No,0
CUST-1607,Female,49,36,Two year,Credit Card,1601.44,57701.17,No,Yes,1
CUST-1608,Female,27,23,One year,Credit Card,663.98,15308.4,No,Yes,0
CUST-1609,Female,27,66,Month-to-month,Mailed Check,353.31,23324.92,No,Yes,1
CUST-1610,Male,36,2,Month-to-month,Mailed Check,1097.06,2195.78,No,No,1
CUST-1611,Female,63,65,Two year,Bank Transfer,1501.73,97590.91,No,No,0
CUST-1612,Female,51,67,Month-to-month,Bank Transfer,2146.6,143823.92,Yes,Yes,1
CUST-1613,Female,50,52,Two year,Credit Card,579.47,30167.26,Yes,Yes,0
CUST-1614,Female,40,62,Two year,Mailed Check,2059.45,127704.42,No,Yes,0
CUST-1615,Male,45,23,Month-to-month,Bank Transfer,2197.62,50524.26,Yes,Yes,1
CUST-1616,Male,49,26,One year,Mailed Check,630.51,16363.41,Yes,Yes,0
CUST-1617,Female,67,68,Two year,Mailed Check,2172.51,147707.2,No,Yes,0
CUST-1618,Male,24,55,One year,Bank Transfer,2480.2,136377.98,No,Yes,1
CUST-1619,Male,46,6,Two year,Credit Card,1898.05,11347.86,Yes,Yes,0
CUST-1620,Female,25,35,Two year,Bank Transfer,2025.49,70884.06,Yes,Yes,0
CUST-1621,Female,18,22,Month-to-month,Bank Transfer,2486.71,54668.95,No,No,1
CUST-1622,Male,20,43,Month-to-month,Mailed Check,1631.06,70102.77,No,No,1
CUST-1623,Female,41,15,Two year,Bank Transfer,976.35,14649.98,No,Yes,0
